,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,Year
483,Yu Chang,CLE,3B,25,28,73,8,13,2,1,1,6,0,0,11,22,0,0,0,0.17800000000000002,0.28600000000000003,0.27399999999999997,0.56,2019
484,Yangervis Solarte,SF,2B,33,28,73,9,15,5,0,1,7,0,0,4,16,1,0,0,0.205,0.247,0.315,0.562,2019
486,Kelvin Gutierrez,KC,3B,26,20,73,4,19,2,1,1,11,1,0,5,24,0,1,0,0.26,0.304,0.35600000000000004,0.66,2019
487,Robel Garcia,CHC,2B,27,31,72,8,15,2,2,5,11,0,0,7,35,0,1,0,0.20800000000000002,0.275,0.5,0.775,2019
488,Matt Skole,CWS,DH,31,27,72,7,15,2,0,0,6,0,0,7,31,0,1,0,0.20800000000000002,0.275,0.23600000000000002,0.511,2019
489,Kevin Cron,ARI,1B,27,39,71,12,15,4,0,6,16,0,1,4,28,0,1,2,0.21100000000000002,0.26899999999999996,0.521,0.79,2019
490,Kyle Lewis,SEA,OF,25,18,71,10,19,5,0,6,13,0,0,3,29,0,1,0,0.268,0.293,0.5920000000000001,0.885,2019
491,Austin Wynns,BAL,C,29,28,70,8,15,1,0,1,5,0,0,3,14,1,0,0,0.214,0.247,0.271,0.518,2019
492,Nick Hundley,OAK,C,37,31,70,5,14,3,1,2,5,0,1,2,18,0,0,1,0.2,0.233,0.35700000000000004,0.59,2019
495,Austin Hays,BAL,OF,25,21,68,12,21,6,0,4,13,2,0,7,13,0,0,0,0.309,0.373,0.574,0.9470000000000001,2019
496,Kyle Tucker,HOU,OF,23,22,67,15,18,6,0,4,11,5,0,4,20,0,0,1,0.26899999999999996,0.319,0.537,0.856,2019
498,Phil Gosselin,PHI,OF,32,44,65,5,17,3,0,0,7,0,0,3,16,0,0,0,0.262,0.294,0.308,0.602,2019
499,Tyler Saladino,MIL,SS,31,28,65,7,8,0,0,2,8,2,0,5,26,0,0,1,0.12300000000000001,0.19699999999999998,0.215,0.41200000000000003,2019
500,Brett Phillips,KC,OF,26,30,65,7,9,2,0,2,6,3,0,10,23,2,2,0,0.138,0.247,0.262,0.509,2019
501,Austin Allen,SD,C,26,34,65,4,14,4,0,0,3,0,0,6,21,0,0,0,0.215,0.282,0.27699999999999997,0.5589999999999999,2019
503,Thairo Estrada,NYY,2B,24,35,64,12,16,3,0,3,12,4,0,3,15,1,0,1,0.25,0.294,0.43799999999999994,0.732,2019
504,Cedric Mullins,BAL,OF,26,22,64,7,6,0,2,0,4,1,0,4,14,2,1,3,0.094,0.18100000000000002,0.156,0.337,2019
505,Jack Mayfield,HOU,SS,30,26,64,8,10,5,0,2,5,0,0,1,16,0,0,0,0.156,0.16899999999999998,0.32799999999999996,0.49700000000000005,2019
506,Nicky Delmonico,CWS,OF,28,21,63,6,13,2,0,1,6,0,1,4,25,0,0,1,0.20600000000000002,0.265,0.28600000000000003,0.551,2019
509,Jesus Sucre,BAL,C,32,21,62,3,13,2,0,0,3,0,0,4,13,0,0,1,0.21,0.26899999999999996,0.242,0.511,2019
510,Luis Guillorme,NYM,2B,26,45,61,8,15,4,0,1,3,0,0,7,14,2,0,0,0.24600000000000002,0.324,0.361,0.685,2019
512,Matt Kemp,CIN,OF,36,20,60,4,12,2,0,1,5,0,0,1,19,0,1,0,0.2,0.21,0.28300000000000003,0.493,2019
513,Yadiel Rivera,MIA,SS,28,34,60,8,11,2,0,0,3,2,0,6,20,0,0,0,0.183,0.258,0.217,0.475,2019
514,Giancarlo Stanton,NYY,OF,30,18,59,8,17,3,0,3,13,0,0,12,24,0,1,0,0.28800000000000003,0.40299999999999997,0.49200000000000005,0.895,2019
515,Franklin Barreto,OAK,2B,24,23,57,6,7,2,0,2,5,1,0,1,23,0,0,0,0.12300000000000001,0.138,0.263,0.401,2019
516,Braden Bishop,SEA,OF,27,27,56,3,6,0,0,0,4,0,0,3,21,1,0,0,0.107,0.153,0.107,0.26,2019
518,Nick Dini,KC,C,27,20,56,11,11,3,0,2,6,0,0,4,18,1,1,2,0.196,0.27,0.35700000000000004,0.627,2019
519,Kyle Higashioka,NYY,C,30,18,56,8,12,5,0,3,11,0,0,0,26,0,1,0,0.214,0.21100000000000002,0.46399999999999997,0.675,2019
520,Sheldon Neuse,OAK,2B,25,25,56,3,14,3,0,0,7,0,0,4,19,0,1,0,0.25,0.295,0.304,0.599,2019
521,LaMonte Wade,MIN,OF,26,26,56,10,11,2,1,2,5,0,1,11,9,0,0,2,0.196,0.348,0.375,0.723,2019
522,Josh Fuentes,COL,1B,27,24,55,8,12,1,0,3,7,1,0,1,20,0,0,0,0.218,0.23199999999999998,0.4,0.632,2019
523,Isaac Galloway,MIA,OF,31,19,54,6,9,1,0,0,1,2,0,0,17,0,0,0,0.16699999999999998,0.16699999999999998,0.185,0.35200000000000004,2019
527,Sean Murphy,OAK,C,26,20,53,14,13,5,0,4,8,0,0,6,16,0,0,1,0.245,0.33299999999999996,0.5660000000000001,0.899,2019
528,Andrew Knizner,STL,C,25,18,53,7,12,2,0,2,7,2,0,4,14,0,0,1,0.226,0.293,0.377,0.67,2019
531,Terrance Gore,KC,OF,29,37,51,13,14,2,1,0,1,13,5,6,18,0,0,1,0.275,0.36200000000000004,0.353,0.715,2019
532,Christian Arroyo,TB,3B,25,16,50,8,11,2,0,2,7,0,0,5,18,1,0,1,0.22,0.304,0.38,0.684,2019
536,Gorkys Hernandez,BOS,OF,33,20,49,5,7,1,2,0,2,1,0,5,14,2,1,0,0.14300000000000002,0.218,0.245,0.46299999999999997,2019
537,Hanley Ramirez,CLE,DH,36,16,49,4,9,1,0,2,8,0,0,8,17,0,0,0,0.184,0.298,0.327,0.625,2019
538,Kyle Garlick,LAD,OF,28,30,48,8,12,4,0,3,6,0,0,5,19,0,0,0,0.25,0.321,0.521,0.8420000000000001,2019
539,Chad Wallach,MIA,C,29,19,48,4,12,3,0,1,3,0,0,6,12,0,0,0,0.25,0.33299999999999996,0.375,0.708,2019
540,Edwin Rios,LAD,1B,26,28,47,10,13,2,1,4,8,0,0,9,21,0,0,0,0.27699999999999997,0.39299999999999996,0.617,1.01,2019
541,J.B. Shuck,PIT,OF,33,27,47,4,10,0,1,0,2,1,1,8,10,1,0,1,0.213,0.33899999999999997,0.255,0.594,2019
542,Jake Elmore,PIT,OF,33,20,47,3,10,1,0,0,4,0,1,2,8,0,0,0,0.213,0.245,0.23399999999999999,0.479,2019
543,Miguel Andujar,NYY,DH,25,12,47,1,6,0,0,0,1,0,0,1,11,0,1,0,0.128,0.14300000000000002,0.128,0.271,2019
544,Michael Perez,TB,C,28,22,46,6,10,5,0,0,2,0,0,8,19,0,0,1,0.217,0.345,0.326,0.6709999999999999,2019
545,Bobby Bradley,CLE,DH,24,15,45,4,8,5,0,1,4,0,0,4,20,0,0,0,0.17800000000000002,0.245,0.35600000000000004,0.601,2019
547,Bobby Wilson,DET,C,37,15,44,2,4,1,0,0,2,0,0,2,11,1,0,0,0.091,0.13,0.114,0.244,2019
548,Peter Bourjos,LAA,OF,33,26,44,4,4,1,0,0,2,2,0,1,15,0,1,0,0.091,0.109,0.114,0.223,2019
549,AJ Reed,CWS,DH,27,14,44,1,6,0,0,1,4,0,0,4,21,0,1,0,0.136,0.204,0.205,0.409,2019
550,Dustin Peterson,DET,OF,26,17,44,3,10,4,0,0,6,1,0,2,14,0,0,1,0.22699999999999998,0.27699999999999997,0.318,0.595,2019
551,Alen Hanson,TOR,2B,28,18,43,5,7,0,0,0,4,1,0,3,17,0,1,1,0.163,0.22899999999999998,0.163,0.392,2019
552,Drew Butera,COL,C,37,16,43,6,7,3,0,0,3,0,0,4,14,1,1,0,0.163,0.22899999999999998,0.233,0.462,2019
554,Peter O'Brien,MIA,OF,30,14,42,2,7,1,0,1,4,1,0,4,19,0,0,1,0.16699999999999998,0.255,0.262,0.517,2019
555,Aramis Garcia,SF,C,27,18,42,5,6,1,0,2,5,0,0,4,21,0,0,0,0.14300000000000002,0.217,0.31,0.527,2019
556,Kevin Kramer,PIT,OF,27,22,42,5,7,1,0,0,5,0,1,6,17,0,2,0,0.16699999999999998,0.26,0.19,0.45,2019
557,Taylor Ward,LAA,OF,26,20,42,4,8,3,0,1,2,0,0,6,23,0,0,0,0.19,0.292,0.33299999999999996,0.625,2019
558,Jaylin Davis,SF,OF,26,17,42,2,7,0,0,1,3,1,2,3,11,0,0,2,0.16699999999999998,0.255,0.23800000000000002,0.493,2019
559,Brian O'Grady,CIN,OF,28,28,42,4,8,2,1,2,3,0,0,4,17,0,0,2,0.19,0.292,0.429,0.721,2019
560,Eric Stamets,CLE,SS,29,15,41,4,2,1,0,0,2,0,0,5,24,1,1,0,0.049,0.149,0.073,0.222,2019
564,Magneuris Sierra,MIA,OF,24,15,40,5,14,1,1,0,1,3,3,2,7,0,0,0,0.35,0.381,0.425,0.8059999999999999,2019
565,Jake Fraley,SEA,OF,25,12,40,3,6,2,0,0,1,0,0,0,14,0,0,1,0.15,0.171,0.2,0.371,2019
566,Carter Kieboom,WAS,SS,23,11,39,4,5,0,0,2,2,0,0,4,16,0,0,0,0.128,0.209,0.282,0.491,2019
567,Danny Mendick,CWS,SS,27,16,39,6,12,0,0,2,4,0,0,1,11,0,0,0,0.308,0.325,0.462,0.787,2019
568,Socrates Brito,TOR,OF,28,17,39,5,3,0,1,0,2,0,0,4,17,0,0,0,0.077,0.163,0.128,0.29100000000000004,2019
569,Dom Nunez,COL,C,25,16,39,4,7,3,0,2,4,0,0,3,17,0,1,0,0.179,0.233,0.41,0.643,2019
570,Rangel Ravelo,STL,1B,28,29,39,4,8,2,0,2,7,0,0,3,12,0,1,0,0.205,0.256,0.41,0.6659999999999999,2019
571,Caleb Joseph,ARI,C,34,20,38,5,8,2,0,0,3,0,0,1,10,1,0,1,0.21100000000000002,0.25,0.263,0.513,2019
572,Lane Thomas,STL,OF,25,34,38,6,12,0,1,4,12,1,1,4,8,0,0,2,0.316,0.409,0.684,1.093,2019
576,Mark Zagunis,CHC,OF,27,30,36,2,9,3,0,0,5,0,0,4,16,0,0,0,0.25,0.325,0.33299999999999996,0.6579999999999999,2019
577,Alex Blandino,CIN,2B,27,23,36,6,9,1,0,1,3,0,0,10,14,0,2,2,0.25,0.42,0.361,0.7809999999999999,2019
578,Michael Hermosillo,LAA,OF,25,18,36,7,5,1,1,0,3,2,0,5,19,0,1,4,0.139,0.304,0.222,0.526,2019
579,Jason Martin,PIT,OF,25,20,36,5,9,2,0,0,2,2,0,4,10,0,0,0,0.25,0.325,0.306,0.631,2019
580,Garrett Stubbs,HOU,C,27,19,35,8,7,3,0,0,2,1,0,4,7,0,0,0,0.2,0.282,0.28600000000000003,0.568,2019
581,Greg Bird,NYY,1B,27,10,35,6,6,0,0,1,1,0,0,6,16,0,0,0,0.171,0.293,0.257,0.55,2019
582,Logan Morrison,PHI,1B,33,29,35,5,7,1,0,2,3,0,0,3,10,0,0,0,0.2,0.263,0.4,0.6629999999999999,2019
